VideoID,Short Video Length,Medium Video Length,Long Video Length
198,0.009155284,0.128826269,1.812746287
199,0.008995271,0.126893907,1.79005885
200,0.008838835,0.125,1.767766953
201,0.008685879,0.123143595,1.745861775
202,0.008536311,0.121323768,1.724334734
203,0.008390037,0.119539624,1.703177477
204,0.00824697,0.117790292,1.682381877
205,0.008107025,0.116074926,1.661940026
206,0.007970118,0.114392707,1.641844223
207,0.007836169,0.112742838,1.622086973
208,0.007705101,0.111124545,1.602660977
209,0.007576838,0.109537076,1.583559131
210,0.007451307,0.1079797,1.564774511
211,0.007328438,0.106451708,1.546300377
212,0.007208161,0.10495241,1.528130161
213,0.007090411,0.103481136,1.510257466
214,0.006975122,0.102037235,1.492676057
215,0.006862232,0.100620071,1.475379858
216,0.00675168,0.09922903,1.458362949
217,0.006643408,0.097863512,1.441619557
218,0.006537358,0.096522935,1.425144057
219,0.006433475,0.095206731,1.408930961
220,0.006331704,0.09391435,1.392974922
221,0.006231994,0.092645255,1.377270723
222,0.006134294,0.091398923,1.361813277
223,0.006038554,0.090174846,1.346597619
224,0.005944727,0.088972531,1.331618911
225,0.005852766,0.087791495,1.316872428
226,0.005762626,0.08663127,1.302353562
227,0.005674264,0.0854914,1.288057815
228,0.005587635,0.08437144,1.273980799
229,0.0055027,0.083270956,1.260118229
230,0.005419417,0.082189529,1.246465923
231,0.005337748,0.081126747,1.233019799
232,0.005257655,0.080082209,1.21977587
233,0.0051791,0.079055527,1.206730244
234,0.005102048,0.07804632,1.193879119
235,0.005026463,0.077054217,1.181218783
236,0.004952312,0.076078859,1.16874561
237,0.004879561,0.075119893,1.156456057
238,0.004808179,0.074176977,1.144346663
239,0.004738134,0.073249775,1.132414046
240,0.004669395,0.072337963,1.120654903
241,0.004601934,0.071441222,1.109066005
242,0.00453572,0.070559241,1.097644195
243,0.004470726,0.069691719,1.086386389
244,0.004406924,0.068838361,1.075289572
245,0.004344289,0.067998878,1.064350796
246,0.004282793,0.06717299,1.053567177
247,0.004222413,0.066360422,1.0429359
248,0.004163122,0.065560908,1.032454206
249,0.004104897,0.064774185,1.022119402
250,0.004047715,0.064,1.011928851
251,0.003991554,0.063238103,1.001879975
252,0.00393639,0.062488252,0.991970251
253,0.003882202,0.06175021,0.982197212
254,0.00382897,0.061023744,0.972558443
255,0.003776673,0.060308629,0.963051582
256,0.00372529,0.059604645,0.953674316
257,0.003674803,0.058911574,0.944424384
258,0.003625192,0.058229208,0.935299571
259,0.003576439,0.057557339,0.926297709
260,0.003528526,0.056895767,0.917416676
261,0.003481434,0.056244295,0.908654395
262,0.003435148,0.055602731,0.900008833
263,0.00338965,0.054970888,0.891477997
264,0.003344924,0.054348582,0.883059939
265,0.003300954,0.053735634,0.874752747
266,0.003257724,0.053131869,0.866554553
267,0.003215219,0.052537114,0.858463524
268,0.003173425,0.051951204,0.850477865
269,0.003132326,0.051373974,0.842595819
270,0.00309191,0.050805263,0.834815665
271,0.003052161,0.050244916,0.827135713
272,0.003013067,0.049692779,0.819554313
273,0.002974615,0.049148703,0.812069842
274,0.002936791,0.04861254,0.804680715
275,0.002899583,0.048084147,0.797385374
276,0.002862979,0.047563385,0.790182296
277,0.002826967,0.047050115,0.783069984
278,0.002791536,0.046544205,0.776046975
279,0.002756673,0.046045521,0.769111831
280,0.002722368,0.045553936,0.762263144
281,0.00268861,0.045069324,0.755499533
282,0.002655389,0.044591561,0.748819645
283,0.002622693,0.044120527,0.742222151
284,0.002590513,0.043656104,0.735705749
285,0.002558839,0.043198177,0.729269163
286,0.002527661,0.042746632,0.72291114
287,0.00249697,0.042301358,0.716630451
288,0.002466757,0.041862247,0.710425891
289,0.002437011,0.041429193,0.704296278
290,0.002407726,0.041002091,0.698240451
291,0.002378891,0.04058084,0.692257273
292,0.002350499,0.04016534,0.686345628
293,0.002322541,0.039755493,0.680504418
294,0.002295009,0.039351203,0.674732569
295,0.002267895,0.038952376,0.669029026
296,0.002241192,0.03855892,0.663392752
297,0.002214891,0.038170746,0.657822731
298,0.002188986,0.037787765,0.652317966
299,0.00216347,0.03740989,0.646877476
300,0.002138334,0.037037037,0.641500299
301,0.002113573,0.036669122,0.636185492
302,0.002089179,0.036306064,0.630932128
303,0.002065146,0.035947783,0.625739295
304,0.002041467,0.035594201,0.620606101
305,0.002018137,0.035245241,0.615531668
306,0.001995147,0.034900827,0.610515134
307,0.001972494,0.034560886,0.605555651
308,0.00195017,0.034225346,0.600652389
309,0.00192817,0.033894136,0.595804531
310,0.001906488,0.033567185,0.591011274
311,0.001885118,0.033244426,0.58627183
312,0.001864056,0.032925791,0.581585426
313,0.001843295,0.032611216,0.5769513
314,0.00182283,0.032300635,0.572368705
315,0.001802657,0.031993985,0.567836906
316,0.00178277,0.031691205,0.563355182
317,0.001763163,0.031392233,0.558922824
318,0.001743834,0.03109701,0.554539134
319,0.001724776,0.030805478,0.550203429
320,0.001705984,0.030517578,0.545915034
321,0.001687456,0.030233255,0.541673288
322,0.001669185,0.029952452,0.53747754
323,0.001651168,0.029675117,0.533327152
324,0.0016334,0.029401194,0.529221494
325,0.001615877,0.029130633,0.525159949
326,0.001598595,0.028863381,0.521141909
327,0.00158155,0.028599388,0.517166778
328,0.001564738,0.028338605,0.513233966
329,0.001548155,0.028080983,0.509342898
330,0.001531797,0.027826474,0.505493005
331,0.001515661,0.027575032,0.501683729
332,0.001499743,0.027326609,0.497914519
333,0.001484039,0.027081162,0.494184837
334,0.001468545,0.026838646,0.490494151
335,0.00145326,0.026599017,0.486841938
336,0.001438178,0.026362231,0.483227684
337,0.001423296,0.026128248,0.479650882
338,0.001408613,0.025897026,0.476111037
339,0.001394123,0.025668525,0.472607658
340,0.001379824,0.025442703,0.469140263
341,0.001365714,0.025219523,0.46570838
342,0.001351788,0.024998945,0.462311541
343,0.001338045,0.024780932,0.458949287
344,0.00132448,0.024565447,0.455621169
345,0.001311092,0.024352453,0.45232674
346,0.001297877,0.024141914,0.449065564
347,0.001284833,0.023933795,0.445837211
348,0.001271958,0.023728062,0.442641257
349,0.001259247,0.02352468,0.439477285
350,0.0012467,0.023323615,0.436344885
351,0.001234312,0.023124835,0.433243653
352,0.001222083,0.022928308,0.430173191
353,0.001210009,0.022734001,0.427133109
354,0.001198088,0.022541884,0.42412302
355,0.001186317,0.022351925,0.421142545
356,0.001174695,0.022164095,0.418191311
357,0.001163218,0.021978363,0.41526895
358,0.001151886,0.021794701,0.4123751
359,0.001140695,0.02161308,0.409509403
360,0.001129643,0.021433471,0.40667151
361,0.001118729,0.021255846,0.403861073
362,0.00110795,0.021080179,0.401077753
363,0.001097304,0.020906442,0.398321214
364,0.001086789,0.020734609,0.395591126
365,0.001076403,0.020564654,0.392887163
366,0.001066145,0.020396551,0.390209004
367,0.001056012,0.020230276,0.387556334
368,0.001046002,0.020065803,0.384928842
369,0.001036114,0.019903108,0.382326221
370,0.001026346,0.019742167,0.37974817
371,0.001016696,0.019582957,0.377194391
372,0.001007163,0.019425454,0.374664591
373,0.000997744,0.019269636,0.372158481
374,0.000988438,0.019115479,0.369675777
375,0.000979243,0.018962963,0.367216199
376,0.000970158,0.018812065,0.36477947
377,0.000961181,0.018662763,0.362365318
378,0.000952311,0.018515038,0.359973475
379,0.000943545,0.018368867,0.357603676
380,0.000934883,0.018224231,0.355255662
381,0.000926323,0.018081109,0.352929175
382,0.000917864,0.017939483,0.350623962
383,0.000909503,0.017799331,0.348339773
384,0.000901241,0.017660635,0.346076364
385,0.000893074,0.017523377,0.343833491
386,0.000885002,0.017387538,0.341610915
387,0.000877024,0.017253099,0.339408401
388,0.000869138,0.017120042,0.337225716
389,0.000861344,0.01698835,0.335062633
390,0.000853638,0.016858005,0.332918924
391,0.000846021,0.01672899,0.330794368
392,0.000838492,0.016601289,0.328688744
393,0.000831048,0.016474883,0.326601838
394,0.000823689,0.016349758,0.324533434
395,0.000816413,0.016225897,0.322483323
396,0.00080922,0.016103284,0.320451298
397,0.000802109,0.015981903,0.318437153
398,0.000795077,0.015861738,0.316440688
399,0.000788125,0.015742776,0.314461702
400,0.00078125,0.015625,0.3125
401,0.000774452,0.015508396,0.310555388
402,0.000767731,0.015392949,0.308627675
403,0.000761084,0.015278646,0.306716673
404,0.00075451,0.015165471,0.304822196
405,0.00074801,0.015053411,0.30294406
406,0.000741581,0.014942453,0.301082086
407,0.000735224,0.014832582,0.299236094
408,0.000728936,0.014723786,0.297405908
409,0.000722717,0.014616052,0.295591356
410,0.000716567,0.014509366,0.293792266
411,0.000710483,0.014403715,0.292008468
412,0.000704466,0.014299088,0.290239796
413,0.000698514,0.014195472,0.288486086
414,0.000692626,0.014092855,0.286747174
415,0.000686802,0.013991224,0.285022902
416,0.000681041,0.013890568,0.283313111
417,0.000675342,0.013790875,0.281617645
418,0.000669704,0.013692134,0.27993635
419,0.000664127,0.013594334,0.278269074
420,0.000658609,0.013497462,0.276615667
421,0.00065315,0.013401509,0.274975981
422,0.000647749,0.013306464,0.273349871
423,0.000642405,0.013212314,0.271737191
424,0.000637117,0.013119051,0.2701378
425,0.000631886,0.013026664,0.268551557
426,0.00062671,0.012935142,0.266978324
427,0.000621588,0.012844476,0.265417963
428,0.000616519,0.012754654,0.26387034
429,0.000611504,0.012665669,0.262335322
430,0.000606541,0.012577509,0.260812776
431,0.00060163,0.012490165,0.259302572
432,0.00059677,0.012403629,0.257804583
433,0.00059196,0.01231789,0.256318681
434,0.0005872,0.012232939,0.254844741
435,0.000582489,0.012148768,0.25338264
436,0.000577826,0.012065367,0.251932257
437,0.000573212,0.011982728,0.250493469
438,0.000568644,0.011900841,0.249066159
439,0.000564123,0.0118197,0.247650209
440,0.000559649,0.011739294,0.246245503
441,0.00055522,0.011659616,0.244851927
442,0.000550836,0.011580657,0.243469367
443,0.000546496,0.011502409,0.242097712
444,0.0005422,0.011424865,0.240736851
445,0.000537948,0.011348017,0.239386675
446,0.000533738,0.011271856,0.238047077
447,0.00052957,0.011196375,0.236717951
448,0.000525445,0.011121566,0.23539919
449,0.00052136,0.011047423,0.234090693
450,0.000517316,0.010973937,0.232792356
451,0.000513313,0.010901101,0.231504078
452,0.000509349,0.010828909,0.230225759
453,0.000505425,0.010757352,0.2289573
454,0.000501539,0.010686425,0.227698604
455,0.000497691,0.01061612,0.226449574
456,0.000493882,0.01054643,0.225210116
457,0.00049011,0.010477349,0.223980134
458,0.000486375,0.01040887,0.222759536
459,0.000482676,0.010340986,0.221548231
460,0.000479013,0.010273691,0.220346127
461,0.000475386,0.010206979,0.219153134
462,0.000471795,0.010140843,0.217969165
463,0.000468238,0.010075278,0.216794132
464,0.000464715,0.010010276,0.215627947
465,0.000461227,0.009945833,0.214470526
466,0.000457772,0.009881941,0.213321785
467,0.00045435,0.009818595,0.212181638
468,0.000450962,0.00975579,0.211050005
469,0.000447605,0.009693519,0.209926804
470,0.000444281,0.009631777,0.208811953
471,0.000440988,0.009570558,0.207705373
472,0.000437727,0.009509857,0.206606987
473,0.000434496,0.009449669,0.205516714
474,0.000431296,0.009389987,0.20443448
475,0.000428127,0.009330806,0.203360207
476,0.000424987,0.009272122,0.202293821
477,0.000421877,0.009213929,0.201235248
478,0.000418796,0.009156222,0.200184413
479,0.000415744,0.009098996,0.199141244
480,0.00041272,0.009042245,0.19810567
481,0.000409725,0.008985966,0.19707762
482,0.000406757,0.008930153,0.196057023
483,0.000403817,0.008874801,0.195043811
484,0.000400905,0.008819905,0.194037913
485,0.000398019,0.008765461,0.193039264
486,0.00039516,0.008711465,0.192047796
487,0.000392327,0.008657911,0.191063442
488,0.000389521,0.008604795,0.190086137
489,0.00038674,0.008552113,0.189115817
490,0.000383985,0.00849986,0.188152416
491,0.000381254,0.008448031,0.187195873
492,0.000378549,0.008396624,0.186246124
493,0.000375868,0.008345632,0.185303107
494,0.000373212,0.008295053,0.184366762
495,0.00037058,0.008244881,0.183437027
496,0.000367971,0.008195113,0.182513843
497,0.000365387,0.008145745,0.18159715
498,0.000362825,0.008096773,0.18068689
499,0.000360287,0.008048193,0.179783005
500,0.000357771,0.008,0.178885438
501,0.000355278,0.007952191,0.177994132
502,0.000352807,0.007904763,0.177109031
503,0.000350358,0.007857711,0.17623008
504,0.000347931,0.007811032,0.175357223
505,0.000345526,0.007764721,0.174490407
506,0.000343141,0.007718776,0.173629577
507,0.000340778,0.007673193,0.172774682
508,0.000338436,0.007627968,0.171925668
509,0.000336115,0.007583098,0.171082483
510,0.000333814,0.007538579,0.170245076
511,0.000331533,0.007494407,0.169413397
512,0.000329272,0.007450581,0.168587394
513,0.000327031,0.007407095,0.167767019
514,0.00032481,0.007363947,0.166952222
515,0.000322608,0.007321133,0.166142954
516,0.000320425,0.007278651,0.165339167
517,0.000318261,0.007236497,0.164540814
518,0.000316116,0.007194667,0.163747848
519,0.000313989,0.00715316,0.162960221
520,0.000311881,0.007111971,0.162177888
521,0.00030979,0.007071098,0.161400803
522,0.000307718,0.007030537,0.160628921
523,0.000305664,0.006990286,0.159862197
524,0.000303627,0.006950341,0.159100587
525,0.000301608,0.006910701,0.158344047
526,0.000299606,0.006871361,0.157592534
527,0.000297621,0.006832319,0.156846005
528,0.000295652,0.006793573,0.156104418
529,0.000293701,0.006755119,0.15536773
530,0.000291766,0.006716954,0.1546359
531,0.000289847,0.006679077,0.153908887
532,0.000287945,0.006641484,0.15318665
533,0.000286058,0.006604172,0.152469149
534,0.000284188,0.006567139,0.151756345
535,0.000282333,0.006530383,0.151048197
536,0.000280494,0.006493901,0.150344666
537,0.00027867,0.006457689,0.149645715
538,0.000276861,0.006421747,0.148951304
539,0.000275068,0.00638607,0.148261397
540,0.000273289,0.006350658,0.147575954
541,0.000271525,0.006315507,0.14689494
542,0.000269775,0.006280615,0.146218318
543,0.000268041,0.006245979,0.145546051
544,0.00026632,0.006211597,0.144878103
545,0.000264614,0.006177468,0.144214439
546,0.000262921,0.006143588,0.143555023
547,0.000261243,0.006109955,0.142899821
548,0.000259578,0.006076567,0.142248798
549,0.000257927,0.006043423,0.141601919
550,0.000256289,0.006010518,0.140959151
551,0.000254665,0.005977853,0.140320461
552,0.000253054,0.005945423,0.139685815
553,0.000251456,0.005913228,0.13905518
554,0.000249871,0.005881264,0.138428524
555,0.000248299,0.005849531,0.137805814
556,0.000246739,0.005818026,0.13718702
557,0.000245192,0.005786746,0.136572108
558,0.000243658,0.00575569,0.135961048
559,0.000242136,0.005724856,0.135353809
560,0.000240626,0.005694242,0.134750359
561,0.000239128,0.005663846,0.13415067
562,0.000237642,0.005633665,0.133554711
563,0.000236168,0.005603699,0.132962451
564,0.000234705,0.005573945,0.132373862
565,0.000233255,0.005544401,0.131788914
566,0.000231816,0.005515066,0.131207579
567,0.000230388,0.005485937,0.130629827
568,0.000228971,0.005457013,0.130055631
569,0.000227566,0.005428292,0.129484962
570,0.000226172,0.005399772,0.128917793
571,0.000224788,0.005371452,0.128354095
572,0.000223416,0.005343329,0.127793842
573,0.000222054,0.005315402,0.127237007
574,0.000220703,0.00528767,0.126683563
575,0.000219363,0.00526013,0.126133483
576,0.000218033,0.005232781,0.125586741
577,0.000216713,0.005205621,0.125043312
578,0.000215403,0.005178649,0.124503168
579,0.000214104,0.005151863,0.123966286
580,0.000212815,0.005125261,0.123432639
581,0.000211536,0.005098843,0.122902203
582,0.000210266,0.005072605,0.122374953
583,0.000209007,0.005046547,0.121850864
584,0.000207757,0.005020667,0.121329912
585,0.000206516,0.004994964,0.120812073
586,0.000205286,0.004969437,0.120297322
587,0.000204064,0.004944082,0.119785637
588,0.000202852,0.0049189,0.119276994
589,0.000201649,0.004893889,0.118771369
590,0.000200455,0.004869047,0.11826874
591,0.000199271,0.004844373,0.117769084
592,0.000198095,0.004819865,0.117272378
593,0.000196929,0.004795522,0.116778601
594,0.000195771,0.004771343,0.116287729
595,0.000194621,0.004747327,0.11579974
596,0.000193481,0.004723471,0.115314614
597,0.000192349,0.004699774,0.114832329
598,0.000191226,0.004676236,0.114352862
599,0.000190111,0.004652855,0.113876194
600,0.000189004,0.00462963,0.113402303
601,0.000187905,0.004606558,0.112931168
602,0.000186815,0.00458364,0.112462769
603,0.000185733,0.004560874,0.111997085
604,0.000184659,0.004538258,0.111534096
605,0.000183593,0.004515791,0.111073783
606,0.000182535,0.004493473,0.110616125
607,0.000181485,0.004471301,0.110161102
608,0.000180442,0.004449275,0.109708696
609,0.000179407,0.004427393,0.109258886
610,0.00017838,0.004405655,0.108811654
611,0.00017736,0.004384059,0.108366981
612,0.000176348,0.004362603,0.107924848
613,0.000175343,0.004341288,0.107485236
614,0.000174345,0.004320111,0.107048127
615,0.000173355,0.004299071,0.106613502
616,0.000172372,0.004278168,0.106181344
617,0.000171396,0.004257401,0.105751635
618,0.000170428,0.004236767,0.105324356
619,0.000169466,0.004216266,0.10489949
620,0.000168511,0.004195898,0.10447702
621,0.000167563,0.004175661,0.104056928
622,0.000166623,0.004155553,0.103639197
623,0.000165688,0.004135575,0.10322381
624,0.000164761,0.004115724,0.10281075
625,0.00016384,0.004096,0.1024
626,0.000162926,0.004076402,0.101991544
627,0.000162018,0.004056929,0.101585366
628,0.000161117,0.004037579,0.101181448
629,0.000160222,0.004018353,0.100779775
630,0.000159334,0.003999248,0.100380332
631,0.000158452,0.003980264,0.099983101
632,0.000157576,0.003961401,0.099588067
633,0.000156707,0.003942656,0.099195215
634,0.000155843,0.003924029,0.09880453
635,0.000154986,0.00390552,0.098415995
636,0.000154135,0.003887126,0.098029596
637,0.000153289,0.003868848,0.097645317
638,0.00015245,0.003850685,0.097263144
639,0.000151617,0.003832635,0.096883062
640,0.000150789,0.003814697,0.096505056
641,0.000149967,0.003796872,0.096129111
642,0.000149151,0.003779157,0.095755214
643,0.000148341,0.003761552,0.095383349
644,0.000147536,0.003744057,0.095013503
645,0.000146737,0.003726669,0.094645662
646,0.000145944,0.00370939,0.094279811
647,0.000145156,0.003692216,0.093915938
648,0.000144373,0.003675149,0.093554027
649,0.000143596,0.003658187,0.093194066
650,0.000142825,0.003641329,0.09283604
651,0.000142058,0.003624575,0.092479938
652,0.000141297,0.003607923,0.092125745
653,0.000140541,0.003591373,0.091773448
654,0.000139791,0.003574924,0.091423034
655,0.000139045,0.003558575,0.09107449
656,0.000138305,0.003542326,0.090727804
657,0.000137569,0.003526175,0.090382963
658,0.000136839,0.003510123,0.090039954
659,0.000136113,0.003494168,0.089698765
660,0.000135393,0.003478309,0.089359383
661,0.000134677,0.003462547,0.089021796
662,0.000133967,0.003446879,0.088685992
663,0.000133261,0.003431306,0.088351958
664,0.00013256,0.003415826,0.088019683
665,0.000131863,0.00340044,0.087689155
666,0.000131172,0.003385145,0.087360362
667,0.000130485,0.003369943,0.087033293
668,0.000129802,0.003354831,0.086707935
669,0.000129124,0.003339809,0.086384278
670,0.000128451,0.003324877,0.086062309
671,0.000127782,0.003310034,0.085742018
672,0.000127118,0.003295279,0.085423393
673,0.000126458,0.003280612,0.085106423
674,0.000125803,0.003266031,0.084791098
675,0.000125152,0.003251537,0.084477406
676,0.000124505,0.003237128,0.084165336
677,0.000123862,0.003222805,0.083854877
678,0.000123224,0.003208566,0.08354602
679,0.00012259,0.00319441,0.083238753
680,0.00012196,0.003180338,0.082933065
681,0.000121335,0.003166348,0.082628947
682,0.000120713,0.00315244,0.082326388
683,0.000120096,0.003138614,0.082025378
684,0.000119482,0.003124868,0.081725906
685,0.000118873,0.003111203,0.081427963
686,0.000118268,0.003097617,0.081131538
687,0.000117666,0.003084109,0.080836622
688,0.000117069,0.003070681,0.080543204
689,0.000116475,0.00305733,0.080251276
690,0.000115885,0.003044057,0.079960826
691,0.000115299,0.00303086,0.079671846
692,0.000114717,0.003017739,0.079384326
693,0.000114139,0.003004694,0.079098257
694,0.000113564,0.002991724,0.078813629
695,0.000112993,0.002978829,0.078530432
696,0.000112426,0.002966008,0.078248659
697,0.000111863,0.00295326,0.077968298
698,0.000111303,0.002940585,0.077689342
699,0.000110746,0.002927982,0.077411781
700,0.000110194,0.002915452,0.077135607
701,0.000109645,0.002902993,0.07686081
